campaign_id,customer_id,channel,sent_date,response
812,407,Email,2022-01-12,0
813,407,SMS,2021-07-07,1
814,408,SMS,2021-10-21,0
815,408,SMS,2020-08-02,0
816,408,SMS,2020-04-27,1
817,409,SMS,2021-12-04,1
818,409,DisplayAd,2020-08-29,1
819,410,SMS,2020-12-19,1
820,410,Social,2022-07-25,0
821,411,DisplayAd,2022-11-16,0
822,411,DisplayAd,2020-07-15,1
823,411,DisplayAd,2022-06-16,1
824,412,DisplayAd,2021-03-09,0
825,412,Email,2020-01-13,0
826,413,SMS,2020-09-10,0
827,414,DisplayAd,2020-02-09,1
828,414,Email,2021-11-16,0
829,414,Social,2020-09-08,0
830,415,DisplayAd,2022-06-18,1
831,416,Social,2021-01-30,1
832,416,DisplayAd,2020-05-14,0
833,416,Social,2021-12-08,1
834,417,DisplayAd,2021-04-25,1
835,417,DisplayAd,2021-07-27,1
836,418,Social,2022-01-04,0
837,418,SMS,2021-12-31,0
838,418,Social,2020-09-08,0
839,419,Email,2022-09-29,1
840,420,Social,2022-10-30,1
841,420,DisplayAd,2020-01-21,0
842,420,SMS,2022-09-29,0
843,421,Social,2020-11-27,0
844,422,DisplayAd,2021-10-12,1
845,423,DisplayAd,2020-04-12,1
846,423,Email,2022-12-31,0
847,423,Email,2020-06-29,0
848,424,Social,2022-03-24,1
849,424,SMS,2021-10-12,1
850,425,Social,2022-05-12,0
851,426,SMS,2022-05-22,1
852,426,Social,2022-03-14,1
853,427,SMS,2022-11-16,0
854,427,Social,2022-09-27,0
855,427,Social,2021-01-14,0
856,428,SMS,2022-09-06,0
857,429,DisplayAd,2021-06-13,0
858,429,SMS,2022-02-19,0
859,430,Social,2021-10-30,1
860,430,SMS,2022-08-24,1
861,431,Email,2022-02-02,1
862,432,Email,2021-01-13,1
863,433,Email,2022-06-22,0
864,433,Email,2021-10-29,0
865,434,SMS,2021-07-16,0
866,435,Email,2020-01-31,0
867,435,SMS,2022-08-07,0
868,436,Social,2021-10-02,1
869,436,DisplayAd,2021-05-26,1
870,436,DisplayAd,2022-06-04,1
871,437,SMS,2022-09-15,1
872,438,SMS,2022-11-01,0
873,438,SMS,2022-03-22,1
874,438,Email,2022-12-01,1
875,439,DisplayAd,2020-05-19,0
876,439,Social,2022-02-24,0
877,439,DisplayAd,2022-04-30,1
878,440,Social,2021-07-20,0
879,440,SMS,2020-04-24,0
880,440,DisplayAd,2020-12-06,0
881,441,Email,2020-10-24,1
882,441,SMS,2021-04-19,1
883,441,SMS,2022-02-14,1
884,442,SMS,2021-08-07,1
885,442,Social,2020-06-18,0
886,443,Email,2020-03-25,1
887,444,Social,2022-01-15,1
888,444,Social,2022-03-15,0
889,444,DisplayAd,2022-02-27,0
890,445,Social,2020-03-29,0
891,445,Social,2020-11-11,1
892,445,Social,2021-03-17,1
893,446,DisplayAd,2020-06-30,1
894,446,Email,2021-12-10,0
895,446,Email,2022-08-27,0
896,447,Email,2021-10-31,1
897,448,DisplayAd,2022-01-29,0
898,448,SMS,2022-05-26,1
899,448,Social,2022-12-30,1
900,449,DisplayAd,2022-12-04,0
901,449,DisplayAd,2021-07-17,0
902,450,Social,2022-01-25,0
903,450,DisplayAd,2020-11-10,1
904,451,Email,2020-01-19,1
905,451,Social,2021-01-27,0
906,451,Social,2021-10-18,0
907,452,SMS,2021-08-02,0
908,452,Social,2020-06-09,1
909,452,DisplayAd,2022-03-13,1
910,453,DisplayAd,2020-12-28,0
911,453,Social,2020-11-19,0
912,454,Email,2021-04-25,0
913,454,Email,2020-12-29,1
914,454,Email,2022-09-09,1
915,455,SMS,2022-02-10,1
916,456,DisplayAd,2021-02-01,1
917,456,Email,2020-11-27,1
918,456,SMS,2021-10-15,1
919,457,DisplayAd,2021-04-23,0
920,458,SMS,2022-01-16,1
921,458,Social,2021-05-13,0
922,459,DisplayAd,2020-12-21,0
923,459,Social,2021-09-05,0
924,459,DisplayAd,2021-09-21,0
925,460,DisplayAd,2022-06-01,1
926,460,SMS,2021-11-28,1
927,461,SMS,2022-07-09,0
928,462,DisplayAd,2020-09-10,1
929,463,SMS,2022-12-15,0
930,463,Email,2020-04-14,0
931,464,Social,2021-10-24,1
932,464,Social,2021-07-22,1
933,464,Social,2021-01-11,1
934,465,Social,2021-06-08,1
935,465,Social,2022-09-02,0
936,466,SMS,2021-05-17,0
937,466,DisplayAd,2021-07-06,0
938,467,SMS,2020-10-01,0
939,467,SMS,2020-09-06,0
940,468,Social,2021-07-05,1
941,468,DisplayAd,2021-02-27,0
942,469,Social,2020-07-04,0
943,469,Social,2021-01-27,0
944,469,Social,2020-08-28,1
945,470,Email,2021-04-24,1
946,471,Social,2020-06-04,1
947,472,DisplayAd,2020-04-01,0
948,473,SMS,2022-11-04,1
949,473,Social,2020-11-05,1
950,474,Email,2021-06-13,0
951,475,DisplayAd,2021-01-01,1
952,475,DisplayAd,2021-08-26,1
953,476,Email,2021-06-10,0
954,477,DisplayAd,2022-08-24,1
955,477,DisplayAd,2022-04-14,1
956,477,Social,2020-08-13,1
957,478,Email,2021-05-01,0
958,478,Email,2021-11-05,1
959,478,SMS,2022-08-27,0
960,479,DisplayAd,2020-11-05,0
961,479,SMS,2021-01-28,0
962,479,Email,2020-08-12,0
963,480,Email,2020-11-26,0
964,480,Email,2020-12-01,0
965,480,Social,2021-11-03,0
966,481,Social,2022-10-08,1
967,481,SMS,2021-11-07,1
968,482,SMS,2022-07-17,1
969,482,DisplayAd,2020-01-06,0
970,482,SMS,2020-01-10,1
971,483,Social,2022-05-25,0
972,483,SMS,2022-05-03,1
973,484,Email,2021-02-04,1
974,484,DisplayAd,2022-09-05,1
975,484,DisplayAd,2021-07-10,0
976,485,Email,2022-02-11,0
977,485,DisplayAd,2021-03-05,1
978,486,SMS,2022-05-17,1
979,486,DisplayAd,2020-02-05,1
980,487,SMS,2022-11-10,1
981,487,SMS,2020-06-22,1
982,487,Social,2021-06-15,1
983,488,Email,2021-04-03,0
984,488,SMS,2021-11-25,1
985,489,Email,2020-01-19,0
986,489,DisplayAd,2021-04-07,0
987,490,DisplayAd,2022-09-02,0
988,490,Email,2020-02-21,0
989,491,DisplayAd,2020-11-19,0
990,491,Email,2022-08-22,0
991,492,SMS,2021-07-29,0
992,492,SMS,2022-08-03,1
993,493,DisplayAd,2022-07-26,0
994,493,DisplayAd,2022-11-03,0
995,493,SMS,2021-06-03,1
996,494,DisplayAd,2020-09-25,0
997,494,Social,2022-12-18,1
998,495,Social,2021-03-26,0
999,495,SMS,2021-06-01,1
1000,496,DisplayAd,2021-05-04,1
1001,496,Email,2022-08-17,1
1002,496,SMS,2021-05-21,1
1003,497,Social,2020-05-21,1
1004,498,Email,2022-03-25,1
1005,498,DisplayAd,2021-01-20,0
1006,499,Email,2022-08-23,1
1007,499,SMS,2022-03-19,0
1008,500,Email,2021-04-01,1
1009,500,DisplayAd,2022-02-20,0
1010,500,DisplayAd,2022-03-31,0
1011,501,Social,2022-03-12,1
1012,502,SMS,2021-04-03,1
1013,502,Email,2020-05-28,0
1014,502,SMS,2022-04-13,0
1015,503,Social,2020-04-17,1
1016,503,Email,2022-03-07,0
1017,503,SMS,2022-07-29,1
1018,504,DisplayAd,2020-02-10,0
1019,504,Email,2022-12-20,0
1020,505,SMS,2020-11-11,0
1021,506,Social,2021-12-12,0
1022,507,Social,2020-04-24,0
1023,508,Email,2020-10-31,0
1024,508,Email,2022-11-25,1
1025,508,Social,2022-04-27,1
1026,509,Social,2020-09-12,0
1027,509,Social,2020-03-12,0
1028,509,DisplayAd,2020-12-25,1
1029,510,Email,2021-08-26,1
1030,510,SMS,2021-07-15,1
1031,511,SMS,2022-12-02,0
1032,511,Social,2022-11-24,1
1033,512,Email,2022-08-13,0
1034,512,SMS,2020-08-30,0
1035,512,Social,2020-07-16,0
1036,513,DisplayAd,2020-03-30,0
1037,514,DisplayAd,2022-11-10,1
1038,515,SMS,2020-01-22,0
1039,515,SMS,2022-12-06,0
1040,516,Email,2020-09-20,1
1041,517,Social,2022-04-17,0
1042,517,Social,2022-02-24,1
1043,517,SMS,2020-09-01,1
1044,518,Email,2020-01-17,0
1045,518,SMS,2020-05-27,0
1046,519,DisplayAd,2020-08-11,1
1047,519,Social,2020-03-08,1
1048,519,SMS,2021-06-19,0
1049,520,DisplayAd,2020-11-30,1
1050,520,Email,2020-09-01,1
1051,520,Social,2020-07-27,1
1052,521,DisplayAd,2022-09-21,1
1053,522,Email,2021-12-29,1
1054,523,Social,2022-02-08,1
1055,523,Email,2020-04-24,0
1056,523,DisplayAd,2020-02-29,1
1057,524,Social,2021-12-25,0
1058,524,DisplayAd,2022-04-12,0
1059,524,Email,2020-12-05,1
1060,525,Social,2021-11-02,0
1061,525,SMS,2021-01-24,1
1062,526,SMS,2020-10-19,1
1063,526,DisplayAd,2022-06-06,0
1064,526,DisplayAd,2020-09-25,0
1065,527,SMS,2021-07-11,1
1066,527,SMS,2022-08-07,1
1067,527,SMS,2021-06-03,1
1068,528,DisplayAd,2022-12-23,1
1069,529,DisplayAd,2020-11-25,1
1070,529,Email,2020-07-22,1
1071,529,DisplayAd,2022-07-17,0
1072,530,Social,2022-03-04,1
1073,530,SMS,2020-11-04,0
1074,530,Email,2022-09-15,1
1075,531,SMS,2022-02-22,0
1076,531,Email,2021-02-05,1
1077,532,SMS,2020-02-18,1
1078,532,Social,2020-12-19,1
1079,533,Email,2021-08-14,0
1080,533,SMS,2022-09-25,1
1081,533,DisplayAd,2021-10-16,1
1082,534,Email,2020-04-30,0
1083,535,DisplayAd,2020-11-02,0
1084,535,Social,2022-12-29,0
1085,535,SMS,2020-08-18,0
1086,536,Email,2022-10-22,1
1087,537,SMS,2022-08-15,1
1088,537,SMS,2021-07-25,0
1089,538,Email,2020-06-29,1
1090,538,DisplayAd,2022-09-21,1
1091,538,SMS,2021-08-28,0
1092,539,DisplayAd,2020-02-27,0
1093,539,Social,2021-02-06,1
1094,540,SMS,2021-10-23,1
1095,540,SMS,2021-06-20,1
1096,540,Social,2022-02-08,1
1097,541,DisplayAd,2022-01-29,1
1098,541,DisplayAd,2021-03-30,1
1099,542,SMS,2021-05-24,1
1100,542,Social,2020-05-05,0
1101,543,DisplayAd,2020-08-23,1
1102,544,DisplayAd,2020-04-09,1
1103,544,Email,2022-04-12,1
1104,544,Email,2022-04-14,1
1105,545,SMS,2021-02-06,1
1106,546,Social,2020-12-12,1
1107,547,Social,2020-09-28,0
1108,548,SMS,2022-11-18,0
1109,548,Email,2022-12-21,1
1110,548,DisplayAd,2022-06-18,0
1111,549,Email,2022-06-13,1
1112,549,Email,2021-10-05,0
1113,550,Social,2020-12-11,1
1114,550,DisplayAd,2022-03-31,1
1115,551,SMS,2021-06-21,0
1116,552,Social,2021-05-13,0
1117,552,DisplayAd,2022-02-03,0
1118,553,SMS,2020-03-15,1
1119,554,DisplayAd,2020-09-22,0
1120,554,Email,2020-05-14,1
1121,555,DisplayAd,2021-08-16,0
1122,555,Social,2021-01-06,0
1123,556,Social,2021-10-31,0
1124,556,SMS,2021-05-02,0
1125,557,SMS,2022-07-02,0
1126,557,Email,2021-11-06,1
1127,557,DisplayAd,2022-01-01,0
1128,558,Social,2021-03-19,1
1129,558,DisplayAd,2020-05-03,0
1130,558,Social,2020-05-17,1
1131,559,Social,2021-04-27,1
1132,559,Social,2021-09-30,1
1133,559,Social,2021-08-30,1
1134,560,DisplayAd,2021-02-17,0
1135,560,Social,2020-02-12,1
1136,561,SMS,2022-07-14,1
1137,561,Social,2022-09-21,0
1138,562,Email,2022-01-20,0
1139,562,DisplayAd,2021-04-18,0
1140,562,SMS,2021-07-25,0
1141,563,SMS,2021-07-12,1
1142,563,Email,2020-11-03,1
1143,564,Email,2022-07-07,0
1144,564,Email,2021-08-25,0
1145,564,DisplayAd,2022-10-02,1
1146,565,SMS,2022-09-27,1
1147,565,Email,2022-05-28,1
1148,566,Email,2022-04-26,1
1149,567,Social,2020-02-22,1
1150,567,DisplayAd,2020-03-31,0
1151,567,Email,2022-07-09,1
1152,568,Social,2021-12-22,1
1153,568,DisplayAd,2020-01-15,0
1154,569,DisplayAd,2020-11-30,1
1155,570,Email,2021-06-30,1
1156,571,DisplayAd,2021-01-25,0
1157,571,Social,2022-05-08,1
1158,571,Social,2021-11-28,1
1159,572,SMS,2020-11-20,0
1160,573,DisplayAd,2021-06-30,1
1161,573,DisplayAd,2020-03-14,0
1162,573,SMS,2022-03-18,1
1163,574,Social,2022-12-26,1
1164,575,Social,2020-01-28,1
1165,575,Social,2021-09-07,0
1166,575,Email,2021-04-23,1
1167,576,DisplayAd,2022-12-02,0
1168,576,DisplayAd,2021-09-23,1
1169,577,SMS,2022-04-25,0
1170,578,Email,2022-01-09,1
1171,578,Email,2020-05-01,1
1172,578,DisplayAd,2021-11-19,0
1173,579,SMS,2021-03-03,1
1174,580,SMS,2022-10-06,0
1175,580,SMS,2020-05-12,0
1176,580,Social,2022-04-24,0
1177,581,Social,2020-04-15,0
1178,581,SMS,2022-10-13,1
1179,582,DisplayAd,2021-01-13,0
1180,582,DisplayAd,2022-07-29,0
1181,582,SMS,2020-01-24,0
1182,583,DisplayAd,2021-11-01,1
1183,584,Email,2021-04-15,0
1184,584,SMS,2020-06-11,0
1185,584,Social,2020-11-05,0
1186,585,Social,2022-06-12,1
1187,585,SMS,2022-11-02,0
1188,585,SMS,2022-10-26,1
1189,586,Email,2022-11-18,0
1190,587,DisplayAd,2022-02-14,0
1191,587,DisplayAd,2021-06-16,1
1192,588,Email,2022-06-28,1
1193,589,Email,2021-02-27,1
1194,589,Email,2021-10-08,0
1195,589,Email,2021-11-25,1
1196,590,DisplayAd,2020-02-08,0
1197,590,DisplayAd,2021-10-31,1
1198,591,Social,2020-09-26,0
1199,591,SMS,2021-09-16,0
1200,592,Social,2020-09-29,1
1201,593,DisplayAd,2020-10-25,1
1202,593,Social,2022-10-04,0
1203,593,SMS,2022-06-04,1
1204,594,Social,2020-10-22,0
1205,594,Social,2021-03-02,0
1206,595,Email,2020-03-29,0
1207,596,SMS,2022-08-15,0
1208,596,Social,2022-04-24,0
1209,596,SMS,2022-03-02,0
1210,597,Email,2022-09-29,1
1211,598,Email,2021-11-30,1
1212,598,Social,2021-11-21,0
1213,598,Social,2020-04-29,1
1214,599,Email,2021-04-10,0
1215,600,Email,2021-11-06,1
1216,600,SMS,2020-01-24,1
1217,601,SMS,2021-01-03,0
1218,601,SMS,2022-03-15,0
1219,601,DisplayAd,2021-07-14,1
1220,602,SMS,2021-07-01,0
1221,602,DisplayAd,2020-05-19,0
1222,603,SMS,2020-02-22,0
1223,603,SMS,2020-10-28,0
1224,604,Social,2020-05-06,1
1225,604,Email,2021-05-22,0
1226,604,Email,2022-01-03,0
1227,605,SMS,2022-12-04,0
1228,606,Social,2020-08-12,1
1229,606,Email,2022-11-27,0
1230,607,SMS,2020-10-02,0
1231,607,Email,2021-04-03,0
1232,608,SMS,2021-11-24,0
1233,609,SMS,2020-11-10,0
1234,609,Email,2020-02-15,0
1235,610,Social,2020-10-29,1
1236,611,Email,2021-05-18,1
1237,611,Social,2022-03-03,0
1238,612,Email,2021-08-24,1
1239,612,Social,2021-09-17,1
1240,612,Email,2021-06-20,0
1241,613,DisplayAd,2021-10-03,1
1242,613,Social,2021-05-22,0
1243,614,Email,2021-10-02,1
1244,615,DisplayAd,2022-02-09,1
1245,615,SMS,2020-07-11,0
1246,615,Social,2020-05-22,0
1247,616,SMS,2020-02-06,0
1248,616,SMS,2020-09-28,0
1249,617,Social,2020-12-29,1
1250,617,Social,2022-06-28,0
1251,617,Social,2020-10-27,1
1252,618,DisplayAd,2020-05-17,0
1253,618,Social,2021-09-29,1
1254,618,Email,2020-05-08,1
1255,619,DisplayAd,2020-02-07,1
1256,619,Social,2020-03-14,1
1257,620,Email,2021-04-01,0
1258,620,SMS,2020-09-19,1
1259,621,DisplayAd,2021-06-08,1
1260,621,Social,2020-06-15,0
1261,622,Email,2020-06-21,1
1262,622,SMS,2021-04-13,0
1263,623,Email,2022-03-28,1
1264,623,SMS,2020-08-27,1
1265,624,SMS,2021-08-30,1
1266,624,Email,2020-08-28,0
1267,624,DisplayAd,2021-01-18,1
1268,625,Email,2020-05-31,0
1269,625,Email,2022-09-10,1
1270,626,Email,2021-02-01,1
1271,626,SMS,2022-09-26,1
1272,626,Social,2021-05-27,0
1273,627,SMS,2021-01-07,1
1274,627,Social,2021-01-15,0
1275,627,Email,2022-09-23,0
1276,628,SMS,2020-01-19,0
1277,628,Social,2021-06-14,1
1278,629,DisplayAd,2022-10-08,1
1279,630,Social,2021-10-18,0
1280,631,SMS,2021-12-01,1
1281,631,SMS,2021-07-20,1
1282,632,DisplayAd,2021-11-19,1
1283,632,Email,2021-05-02,0
1284,632,SMS,2021-08-28,0
1285,633,DisplayAd,2020-10-09,1
1286,634,Email,2022-07-04,1
1287,634,SMS,2022-01-09,1
1288,635,Social,2022-05-25,0
1289,635,Social,2021-02-11,0
1290,635,DisplayAd,2021-08-05,1
1291,636,Email,2022-08-15,1
1292,636,DisplayAd,2022-09-14,0
1293,637,SMS,2022-03-07,1
1294,637,Social,2021-04-05,1
1295,638,SMS,2022-10-20,1
1296,639,SMS,2022-01-22,1
1297,640,DisplayAd,2020-04-19,0
1298,641,DisplayAd,2021-04-23,0
1299,641,DisplayAd,2020-09-24,0
1300,642,Email,2022-07-24,1
1301,643,SMS,2022-06-29,0
1302,644,DisplayAd,2022-12-27,0
1303,645,Social,2020-04-29,0
1304,645,SMS,2022-07-01,1
1305,646,Email,2022-05-12,0
1306,646,Social,2022-02-15,1
1307,647,Social,2020-10-05,0
1308,647,Social,2020-09-24,1
1309,647,Email,2020-11-17,0
1310,648,Social,2022-04-09,1
1311,648,DisplayAd,2022-05-09,0
1312,648,Email,2022-11-04,1
1313,649,Email,2021-11-14,1
1314,649,DisplayAd,2022-06-15,0
1315,649,Social,2020-04-04,0
1316,650,SMS,2020-11-02,1
1317,650,Email,2021-07-31,1
1318,650,Email,2020-06-27,0
1319,651,Email,2022-01-12,1
1320,652,DisplayAd,2022-07-19,0
1321,652,DisplayAd,2021-06-03,0
1322,652,Email,2020-12-07,1
1323,653,SMS,2021-10-13,1
1324,654,SMS,2020-12-26,0
1325,654,SMS,2022-03-07,0
1326,655,Social,2022-05-04,1
1327,656,DisplayAd,2021-03-17,1
1328,656,Email,2022-06-20,1
1329,656,Email,2022-01-21,0
1330,657,Email,2021-06-04,1
1331,658,Email,2020-01-03,1
1332,658,DisplayAd,2021-04-12,0
1333,658,Social,2021-11-20,0
1334,659,Email,2020-10-24,0
1335,659,DisplayAd,2022-08-29,1
1336,660,Social,2022-06-08,1
1337,660,Email,2020-05-20,1
1338,661,DisplayAd,2022-08-27,1
1339,661,Email,2020-11-22,1
1340,661,DisplayAd,2022-04-15,0
1341,662,DisplayAd,2022-03-05,0
1342,663,SMS,2020-01-02,1
1343,663,Email,2021-03-15,0
1344,664,SMS,2021-09-24,1
1345,665,Email,2021-09-04,1
1346,665,Social,2021-10-13,0
1347,665,SMS,2021-03-09,1
1348,666,SMS,2020-01-16,0
1349,666,DisplayAd,2022-12-12,1
1350,667,SMS,2022-05-01,0
1351,668,DisplayAd,2021-04-29,0
1352,669,DisplayAd,2022-02-27,1
1353,669,SMS,2022-01-11,1
1354,669,Email,2021-01-03,1
1355,670,Social,2022-11-19,0
1356,670,Email,2020-02-14,0
1357,670,SMS,2022-07-30,0
1358,671,DisplayAd,2020-03-12,1
1359,671,DisplayAd,2020-08-15,0
1360,672,Email,2021-07-05,1
1361,672,Social,2021-12-22,1
1362,673,Social,2021-02-25,0
1363,673,Email,2020-12-02,1
1364,673,Email,2022-11-15,0
1365,674,Email,2021-11-14,1
1366,674,Social,2022-12-03,0
1367,675,DisplayAd,2022-12-16,0
1368,675,Social,2022-12-20,1
1369,675,Social,2022-09-13,0
1370,676,Email,2022-02-16,0
1371,676,Social,2020-07-24,1
1372,677,SMS,2021-01-04,0
1373,677,Social,2021-05-05,1
1374,678,Email,2021-06-02,0
1375,678,DisplayAd,2022-08-10,1
1376,679,Email,2020-01-14,1
1377,679,Email,2021-02-04,0
1378,680,Email,2021-01-26,0
1379,681,SMS,2021-06-03,1
1380,681,Email,2020-05-15,1
1381,682,SMS,2020-11-20,1
1382,682,DisplayAd,2020-08-08,1
1383,683,Email,2022-05-22,1
1384,683,SMS,2020-11-20,0
1385,683,Email,2020-01-11,1
1386,684,Social,2020-05-21,1
1387,685,SMS,2020-07-20,0
1388,686,DisplayAd,2020-10-17,0
1389,687,DisplayAd,2021-06-03,1
1390,687,DisplayAd,2021-10-27,1
1391,687,Email,2022-11-20,1
1392,688,DisplayAd,2021-03-24,1
1393,689,Social,2022-10-14,0
1394,689,Social,2021-04-13,1
1395,690,SMS,2021-05-18,0
1396,690,Social,2022-12-10,1
1397,690,Email,2021-08-04,1
1398,691,DisplayAd,2020-03-29,0
1399,691,Email,2022-03-01,1
1400,692,Social,2022-03-24,0
1401,692,Email,2022-10-22,1
1402,692,DisplayAd,2022-09-21,0
1403,693,SMS,2022-04-03,0
1404,693,DisplayAd,2020-11-08,1
1405,694,SMS,2022-07-10,1
1406,694,Social,2022-06-25,1
1407,694,SMS,2022-08-24,0
1408,695,DisplayAd,2020-12-09,0
1409,696,Email,2021-10-05,1
1410,696,Social,2022-04-01,0
1411,697,Email,2022-08-09,1
1412,697,SMS,2021-05-29,0
1413,697,SMS,2022-09-21,1
1414,698,DisplayAd,2021-07-18,0
1415,698,Social,2022-11-04,0
1416,698,Social,2022-05-14,0
1417,699,DisplayAd,2020-03-26,0
1418,700,Social,2020-06-07,1
1419,701,Social,2021-12-02,1
1420,701,DisplayAd,2020-05-01,1
1421,701,DisplayAd,2022-09-15,1
1422,702,DisplayAd,2020-05-21,1
1423,702,SMS,2021-01-15,0
1424,702,SMS,2021-05-12,1
1425,703,Email,2021-03-03,1
1426,703,SMS,2020-06-21,1
1427,703,SMS,2021-11-18,0
1428,704,DisplayAd,2021-10-11,1
1429,704,SMS,2020-08-06,1
1430,704,Social,2022-09-18,0
1431,705,SMS,2021-11-10,1
1432,705,Email,2021-01-18,1
1433,705,Social,2022-04-09,0
1434,706,DisplayAd,2020-09-18,1
1435,706,Social,2020-12-14,0
1436,707,Social,2020-09-22,0
1437,707,Email,2021-03-27,0
1438,708,SMS,2021-06-19,0
1439,708,SMS,2020-01-16,0
1440,709,Email,2021-08-29,1
1441,709,Social,2022-03-09,1
1442,709,DisplayAd,2021-08-29,0
1443,710,SMS,2021-08-31,1
1444,711,DisplayAd,2022-01-17,0
1445,711,Email,2022-11-09,0
1446,712,DisplayAd,2021-08-20,0
1447,712,SMS,2020-12-12,1
1448,712,DisplayAd,2022-10-31,1
1449,713,Email,2021-01-03,0
1450,714,Social,2020-05-24,1
1451,715,Social,2021-09-10,0
1452,715,Email,2021-01-06,0
1453,715,DisplayAd,2020-07-26,1
1454,716,Email,2022-07-15,1
1455,717,SMS,2022-09-10,1
1456,718,Social,2022-01-19,1
1457,718,DisplayAd,2021-07-20,0
1458,718,SMS,2022-06-12,0
1459,719,SMS,2020-06-08,0
1460,719,SMS,2021-04-01,1
1461,719,DisplayAd,2020-07-06,0
1462,720,Social,2020-01-15,0
1463,720,DisplayAd,2022-12-29,1
1464,721,SMS,2020-03-19,1
1465,722,Email,2021-03-28,1
1466,722,Email,2022-10-05,0
1467,723,Email,2021-11-28,0
1468,724,SMS,2021-06-21,1
1469,724,DisplayAd,2020-06-16,0
1470,725,SMS,2022-09-17,0
1471,726,Social,2021-05-25,0
1472,726,Email,2021-10-23,1
1473,726,Social,2021-12-28,1
1474,727,Email,2021-10-31,0
1475,727,SMS,2022-01-17,0
1476,727,SMS,2020-10-07,1
1477,728,Email,2020-09-20,1
1478,728,Social,2020-05-19,0
1479,729,SMS,2022-08-24,0
1480,729,Social,2021-01-07,0
1481,730,Email,2022-07-01,1
1482,731,Social,2020-08-12,0
1483,731,Social,2022-01-27,0
1484,731,Email,2022-03-19,1
1485,732,Email,2020-09-16,0
1486,733,Social,2022-01-31,0
1487,733,Email,2021-03-06,1
1488,734,SMS,2020-10-22,1
1489,734,SMS,2022-07-17,0
1490,734,SMS,2022-07-26,0
1491,735,Social,2021-11-03,0
1492,735,DisplayAd,2021-12-08,1
1493,735,DisplayAd,2022-07-10,1
1494,736,Email,2021-12-15,1
1495,737,Social,2022-03-14,1
1496,737,Email,2021-09-18,0
1497,738,DisplayAd,2021-03-21,1
1498,738,Email,2020-07-20,0
1499,738,Social,2022-06-13,1
1500,739,DisplayAd,2020-03-01,0
1501,740,DisplayAd,2022-10-22,1
1502,740,Social,2022-11-22,0
1503,741,DisplayAd,2022-06-19,0
1504,741,Email,2022-01-14,1
1505,742,DisplayAd,2021-03-01,1
1506,743,Email,2022-08-25,0
1507,743,Email,2020-12-26,0
1508,743,Social,2020-10-08,1
1509,744,Social,2022-08-19,0
1510,745,Social,2022-11-21,0
1511,745,SMS,2020-10-27,0
1512,746,Social,2022-08-08,1
1513,746,Social,2022-05-01,1
1514,747,Email,2020-11-27,0
1515,747,SMS,2020-02-23,1
1516,748,Email,2021-12-15,1
1517,748,DisplayAd,2021-12-17,1
1518,749,Social,2020-07-26,1
1519,749,Email,2020-10-09,1
1520,750,Email,2020-12-17,0
1521,751,Email,2020-04-17,1
1522,751,SMS,2020-04-13,0
1523,752,DisplayAd,2021-09-14,1
1524,753,Email,2020-11-14,1
1525,753,SMS,2021-09-18,1
1526,753,Email,2021-05-02,0
1527,754,SMS,2021-11-23,0
1528,754,DisplayAd,2022-11-23,1
1529,754,Email,2020-05-12,0
1530,755,DisplayAd,2020-11-05,1
1531,755,SMS,2022-10-09,0
1532,755,DisplayAd,2020-09-24,0
1533,756,SMS,2020-11-12,0
1534,757,Social,2021-04-11,0
1535,757,Email,2022-08-07,0
1536,758,SMS,2020-07-08,0
1537,758,DisplayAd,2021-03-21,1
1538,758,SMS,2021-04-24,0
1539,759,DisplayAd,2022-07-09,0
1540,759,Email,2020-11-27,0
1541,760,DisplayAd,2022-01-14,1
1542,760,Social,2022-12-05,1
1543,760,SMS,2021-04-12,0
1544,761,SMS,2021-10-15,0
1545,761,DisplayAd,2021-07-22,0
1546,762,SMS,2021-03-19,0
1547,763,DisplayAd,2022-11-25,1
1548,763,Email,2021-10-02,1
1549,763,SMS,2021-03-03,0
1550,764,Social,2022-10-28,0
1551,765,DisplayAd,2020-05-07,1
1552,765,DisplayAd,2020-12-30,0
1553,765,Social,2022-06-21,0
1554,766,Social,2022-02-12,1
1555,766,Email,2020-03-08,0
1556,766,Email,2021-02-18,0
1557,767,Email,2021-07-10,0
1558,767,SMS,2022-12-28,0
1559,767,DisplayAd,2020-02-29,1
1560,768,Email,2020-06-24,1
1561,768,SMS,2020-03-15,0
1562,768,DisplayAd,2021-11-26,1
1563,769,Social,2021-07-03,1
1564,769,Social,2021-03-12,0
1565,769,Email,2020-10-13,1
1566,770,DisplayAd,2022-02-03,0
1567,770,Email,2022-09-24,0
1568,771,Email,2021-11-27,1
1569,771,DisplayAd,2020-12-22,0
1570,772,SMS,2020-10-19,1
1571,772,DisplayAd,2022-07-14,1
1572,773,DisplayAd,2021-02-04,0
1573,773,Social,2022-12-23,0
1574,773,DisplayAd,2021-09-14,0
1575,774,DisplayAd,2020-04-27,0
1576,774,SMS,2022-06-29,0
1577,775,Social,2020-03-05,0
1578,776,DisplayAd,2020-12-08,1
1579,776,Social,2022-01-30,0
1580,776,DisplayAd,2021-12-18,0
1581,777,SMS,2020-12-09,0
1582,777,Social,2020-07-01,1
1583,778,SMS,2021-04-02,1
1584,778,SMS,2021-05-26,1
1585,779,DisplayAd,2022-08-10,1
1586,779,Email,2022-07-13,1
1587,779,Email,2020-07-16,1
