order_id,customer_id,order_date,amount,product_category
717,362,2020-11-14,491.73,Electronics
718,1735,2022-05-03,244.7,Electronics
719,129,2021-07-13,50.22,Clothing
720,1153,2021-01-12,237.97,Sports
721,1564,2021-05-17,189.71,Sports
722,1102,2022-10-27,413.71,Electronics
723,1799,2020-11-20,248.46,Home
724,121,2020-02-19,210.32,Electronics
725,284,2022-05-11,434.58,Home
726,1879,2021-03-02,345.15,Clothing
727,1637,2021-06-13,491.93,Home
728,599,2021-02-27,52.29,Sports
729,1551,2020-08-23,80.37,Sports
730,1537,2020-06-06,332.05,Home
731,1163,2020-11-14,376.04,Clothing
732,1227,2022-04-16,253.86,Electronics
733,524,2021-07-27,299.97,Clothing
734,372,2021-02-04,166.36,Home
735,1269,2021-03-05,464.11,Clothing
736,1538,2022-06-13,205.55,Sports
737,288,2020-02-17,362.18,Books
738,1450,2020-09-01,52.18,Electronics
739,1501,2020-04-22,451.57,Books
740,1370,2020-09-18,485.49,Clothing
741,525,2020-09-07,169.99,Sports
742,514,2022-03-13,19.23,Electronics
743,1180,2022-04-25,155.81,Books
744,246,2020-10-13,134.69,Electronics
745,769,2021-05-24,270.56,Clothing
746,804,2020-01-30,338.11,Electronics
747,1394,2021-10-18,22.44,Clothing
748,1950,2020-08-30,15.22,Electronics
749,1340,2020-04-30,65.63,Clothing
750,1262,2020-09-26,358.91,Home
751,1233,2022-04-25,363.51,Sports
752,793,2021-11-21,245.28,Clothing
753,1957,2021-10-04,200.11,Clothing
754,444,2021-04-14,447.99,Clothing
755,1209,2021-01-13,69.56,Sports
756,160,2021-10-02,198.76,Home
757,471,2022-02-24,35.03,Electronics
758,1140,2021-06-30,122.36,Clothing
759,135,2022-08-14,153.7,Home
760,865,2022-11-22,175.89,Books
761,339,2021-03-21,224.12,Sports
762,32,2021-10-09,292.01,Electronics
763,8,2022-12-08,212.22,Home
764,647,2020-11-23,85.69,Clothing
765,643,2022-02-04,359.11,Home
766,675,2020-06-12,247.5,Books
767,1807,2020-07-22,110.79,Clothing
768,658,2022-06-06,419.28,Electronics
769,309,2021-12-07,214.43,Books
770,1453,2022-11-07,241.25,Sports
771,872,2021-04-07,250.28,Home
772,519,2021-10-14,284.3,Home
773,551,2021-04-16,208.77,Electronics
774,870,2020-10-16,183.89,Electronics
775,350,2021-06-30,328.28,Home
776,1418,2021-03-21,251.42,Sports
777,629,2021-09-26,225.04,Home
778,685,2020-02-02,125.61,Books
779,926,2020-02-17,102.92,Electronics
780,355,2020-05-08,434.68,Home
781,806,2021-11-16,331.82,Home
782,511,2022-06-05,336.34,Books
783,447,2022-09-09,296.7,Clothing
784,995,2020-11-14,194.44,Electronics
785,192,2020-01-29,415.54,Books
786,330,2020-04-04,441.66,Electronics
787,1917,2021-09-15,429.5,Books
788,959,2021-04-30,311.08,Electronics
789,1574,2021-06-15,71.52,Electronics
790,134,2021-05-12,362.23,Books
791,570,2022-11-24,459.47,Electronics
792,1044,2020-12-16,255.59,Electronics
793,682,2020-09-09,65.96,Books
794,1209,2021-01-02,250.66,Clothing
795,741,2020-01-10,12.89,Clothing
796,15,2021-11-29,103.7,Books
797,551,2021-03-28,219.45,Sports
798,1103,2021-08-28,270.4,Books
799,1464,2021-12-12,350.58,Home
800,916,2020-03-29,256.63,Electronics
801,501,2020-09-21,282.33,Clothing
802,1217,2020-07-13,280.24,Home
803,1686,2022-03-27,240.59,Clothing
804,1149,2022-06-08,93.19,Clothing
805,40,2020-10-13,69.99,Clothing
806,819,2020-05-20,81.24,Home
807,1011,2020-07-05,217.04,Home
808,508,2020-04-25,378.28,Electronics
809,1216,2020-04-27,273.82,Books
810,459,2021-10-24,214.16,Electronics
811,1172,2021-10-07,34.61,Electronics
812,457,2020-12-14,456.72,Electronics
813,717,2022-02-22,491.68,Sports
814,1293,2022-01-05,211.43,Electronics
815,1009,2020-02-23,209.87,Electronics
816,777,2022-07-18,88.45,Home
817,371,2020-01-20,336.55,Books
818,664,2021-02-01,340.04,Home
819,1204,2020-05-08,431.42,Sports
820,221,2021-08-27,327.08,Electronics
821,379,2022-04-24,41.92,Books
822,1081,2021-01-29,396.96,Sports
823,1610,2022-09-15,245.78,Home
824,1699,2021-03-16,267.66,Sports
825,987,2021-11-22,339.71,Electronics
826,152,2020-07-02,174.0,Home
827,756,2021-09-23,363.11,Electronics
828,1368,2022-09-25,388.77,Books
829,1945,2022-10-02,48.28,Books
830,796,2021-10-05,288.63,Books
831,1486,2020-12-04,229.92,Electronics
832,373,2022-03-20,61.16,Home
833,956,2021-03-10,88.89,Home
834,1478,2022-09-13,447.96,Sports
835,255,2021-04-21,48.03,Home
836,1559,2022-07-16,90.89,Books
837,1547,2020-07-12,257.27,Home
838,1883,2022-11-29,427.69,Sports
839,1635,2022-04-18,144.67,Sports
840,775,2020-10-26,93.24,Sports
841,1781,2020-10-16,496.89,Sports
842,168,2020-12-20,296.56,Home
843,1107,2022-05-04,349.31,Sports
844,414,2022-04-27,296.6,Electronics
845,793,2022-03-17,234.92,Electronics
846,1720,2020-02-05,40.21,Electronics
847,102,2021-02-26,124.48,Clothing
848,1917,2021-08-13,148.04,Books
849,272,2020-12-08,442.11,Clothing
850,1504,2020-05-06,117.41,Books
851,460,2020-10-21,19.34,Home
852,285,2020-03-26,39.11,Clothing
853,1886,2020-08-25,482.18,Electronics
854,1877,2020-10-20,161.99,Electronics
855,739,2021-02-15,99.15,Electronics
856,913,2020-09-05,223.84,Electronics
857,886,2021-10-19,350.43,Books
858,1346,2020-08-14,99.99,Sports
859,37,2021-08-12,375.85,Home
860,1746,2022-07-05,45.11,Home
861,1017,2022-08-06,36.19,Books
862,1647,2022-12-11,340.17,Home
863,760,2020-07-22,281.91,Sports
864,1401,2022-09-07,85.88,Books
865,518,2020-06-13,419.82,Home
866,1818,2020-03-19,178.68,Books
867,797,2022-04-13,138.13,Clothing
868,856,2021-02-25,129.34,Books
869,739,2020-03-04,427.4,Sports
870,731,2022-11-05,114.78,Electronics
871,124,2021-09-15,169.78,Sports
872,1656,2022-07-03,221.79,Sports
873,1602,2020-01-07,202.45,Books
874,525,2021-02-15,360.04,Sports
875,805,2020-01-18,133.59,Clothing
876,17,2020-10-08,422.05,Books
877,1955,2020-03-21,218.94,Books
878,162,2022-09-18,87.54,Sports
879,369,2021-04-25,62.37,Books
880,968,2020-11-20,266.73,Electronics
881,1473,2021-12-18,353.21,Books
882,644,2020-09-20,372.01,Sports
883,1823,2020-09-13,100.88,Clothing
884,685,2022-03-18,368.91,Electronics
885,1302,2022-10-19,20.65,Sports
886,1443,2021-10-02,327.55,Books
887,1910,2022-05-02,355.77,Electronics
888,1107,2020-05-04,220.81,Clothing
889,712,2020-03-16,22.84,Books
890,1571,2022-07-11,90.58,Clothing
891,1858,2022-03-09,81.7,Books
892,301,2021-08-11,372.32,Books
893,236,2020-04-21,143.79,Home
894,656,2022-06-28,93.64,Home
895,1977,2021-02-03,68.14,Sports
896,1476,2020-10-22,448.73,Clothing
897,1456,2021-03-18,338.6,Electronics
898,1386,2022-02-14,336.82,Sports
899,905,2021-02-06,423.04,Books
900,353,2021-05-21,138.75,Books
901,920,2020-12-04,101.06,Sports
902,1878,2022-11-04,288.49,Electronics
903,744,2022-08-06,122.97,Books
904,1036,2020-11-23,159.25,Electronics
905,474,2021-04-11,194.65,Clothing
906,1800,2020-11-24,444.84,Sports
907,1319,2021-12-13,321.36,Sports
908,1063,2020-12-11,428.48,Sports
909,1958,2020-09-05,200.39,Sports
910,1553,2021-06-10,308.04,Electronics
911,1516,2022-05-06,278.68,Sports
912,1479,2022-09-05,491.67,Electronics
913,1341,2021-12-22,241.99,Clothing
914,1856,2020-08-09,259.6,Home
915,955,2022-04-05,271.76,Clothing
916,181,2022-10-09,147.76,Home
917,531,2022-07-31,449.33,Books
918,1737,2021-11-20,186.35,Electronics
919,1020,2022-09-07,200.23,Electronics
920,1023,2022-08-12,61.1,Home
921,714,2022-02-16,223.87,Clothing
922,449,2021-04-13,218.85,Home
923,21,2021-09-13,222.6,Home
924,1300,2021-09-21,249.16,Books
925,1644,2022-03-26,419.04,Sports
926,1489,2022-12-27,141.29,Sports
927,584,2021-11-15,362.47,Books
928,878,2021-06-27,375.09,Books
929,1008,2022-01-29,15.83,Clothing
930,1329,2020-08-10,207.5,Sports
931,1564,2021-05-23,418.21,Electronics
932,1196,2021-01-25,69.39,Sports
933,1736,2020-10-31,383.51,Sports
934,947,2020-10-19,325.49,Home
935,1722,2022-10-19,337.79,Books
936,1044,2020-05-03,401.22,Electronics
937,625,2022-02-05,326.74,Books
938,202,2020-06-13,331.19,Sports
939,1947,2020-11-29,193.9,Books
940,1579,2022-03-28,204.86,Sports
941,634,2021-01-27,20.45,Clothing
942,1785,2020-03-05,78.64,Electronics
943,842,2022-02-04,80.83,Home
944,1233,2020-09-19,251.42,Clothing
945,1491,2022-12-27,61.01,Electronics
946,848,2022-06-01,177.28,Electronics
947,316,2020-10-20,83.1,Electronics
948,319,2021-05-18,269.08,Home
949,951,2020-10-05,266.31,Books
950,1765,2022-06-04,105.31,Electronics
951,1374,2021-07-11,315.43,Clothing
952,1242,2020-01-27,317.95,Clothing
953,1186,2020-01-24,421.18,Books
954,1638,2020-02-29,431.57,Clothing
955,1945,2021-02-26,148.2,Clothing
956,1314,2020-11-17,105.47,Sports
957,1975,2021-11-06,171.59,Clothing
958,307,2022-07-22,240.33,Clothing
959,1507,2022-05-24,284.76,Sports
960,301,2022-02-15,320.24,Home
961,959,2022-10-23,227.91,Electronics
962,117,2020-01-21,469.33,Sports
963,329,2021-02-23,253.66,Home
964,463,2022-08-23,183.16,Home
965,1541,2020-04-20,163.09,Electronics
966,1219,2022-06-01,197.75,Sports
967,1685,2020-08-06,218.39,Electronics
968,960,2020-12-29,282.03,Sports
969,888,2021-02-15,182.55,Clothing
970,1590,2022-02-27,456.12,Sports
971,1138,2021-10-13,488.56,Books
972,1268,2021-02-04,417.84,Clothing
973,660,2020-07-27,73.82,Clothing
974,1085,2020-02-05,267.06,Books
975,432,2020-12-22,85.94,Books
976,460,2021-12-16,328.9,Home
977,1748,2021-01-29,488.01,Sports
978,958,2022-06-23,436.89,Sports
979,1837,2020-08-12,429.29,Sports
980,1844,2020-09-07,145.48,Electronics
981,1717,2020-03-29,111.09,Clothing
982,65,2021-12-06,217.2,Sports
983,802,2020-11-28,419.08,Electronics
984,381,2021-01-19,154.02,Electronics
985,757,2020-11-05,290.74,Books
986,389,2022-04-21,136.02,Electronics
987,1278,2020-11-06,395.47,Sports
988,224,2020-03-23,486.98,Electronics
989,1602,2021-09-24,477.56,Clothing
990,1713,2021-08-18,141.59,Sports
991,179,2021-09-28,313.39,Books
992,1122,2020-11-08,107.7,Sports
993,1199,2021-08-15,198.14,Home
994,1280,2022-08-20,160.75,Electronics
995,1411,2022-08-30,421.0,Clothing
996,90,2020-08-22,403.85,Home
997,1794,2022-09-07,313.94,Clothing
998,1083,2022-01-01,175.61,Electronics
999,101,2022-03-24,494.55,Home
1000,1026,2020-04-14,430.49,Electronics
1001,1428,2020-05-09,316.74,Books
1002,1126,2021-11-11,51.52,Clothing
1003,1897,2020-12-23,423.18,Sports
1004,1782,2021-08-16,225.48,Home
1005,1973,2021-10-06,405.01,Home
1006,1936,2021-04-19,189.65,Sports
1007,767,2022-04-06,361.9,Sports
1008,587,2022-09-14,361.89,Sports
1009,1919,2020-01-14,290.14,Electronics
1010,965,2021-01-08,66.28,Books
1011,1528,2020-08-01,91.14,Sports
1012,1850,2021-08-10,91.51,Clothing
1013,493,2020-01-28,204.98,Home
1014,1818,2021-07-11,215.65,Books
1015,1489,2020-12-04,118.58,Home
1016,1065,2022-06-12,282.73,Books
1017,1769,2020-04-08,65.33,Books
1018,1262,2020-08-18,218.73,Clothing
1019,1742,2021-07-01,259.45,Home
1020,1099,2020-11-11,281.94,Sports
1021,1811,2022-11-16,65.46,Books
1022,696,2021-07-27,156.66,Home
1023,273,2021-04-09,254.59,Home
1024,105,2021-04-28,297.7,Books
1025,115,2022-02-07,238.91,Home
1026,262,2020-07-08,122.57,Home
1027,453,2022-11-29,330.3,Home
1028,1205,2020-01-02,338.31,Electronics
1029,1909,2020-08-22,213.64,Home
1030,1163,2021-11-09,15.41,Books
1031,1086,2022-07-26,422.74,Books
1032,94,2021-12-22,67.27,Home
1033,1495,2021-12-28,359.09,Clothing
1034,374,2022-07-08,361.16,Clothing
1035,1810,2021-09-05,440.23,Books
1036,224,2022-11-23,215.61,Electronics
1037,367,2020-10-07,266.18,Electronics
1038,1511,2021-12-10,453.3,Home
1039,1522,2020-04-10,362.78,Electronics
1040,1163,2020-05-27,185.25,Sports
1041,1318,2021-08-27,225.5,Books
1042,804,2022-11-21,144.22,Electronics
1043,650,2020-01-17,91.11,Sports
1044,309,2022-01-21,63.24,Clothing
1045,641,2020-07-01,455.89,Books
1046,770,2022-10-11,401.04,Sports
1047,1874,2020-12-10,220.39,Home
1048,1394,2022-04-20,50.18,Clothing
1049,1588,2022-09-24,354.34,Sports
1050,705,2021-10-20,247.36,Electronics
1051,1162,2022-08-16,147.18,Home
1052,675,2021-02-23,118.64,Books
1053,440,2021-03-28,19.38,Clothing
1054,1356,2022-12-01,245.51,Electronics
1055,202,2021-09-30,133.7,Clothing
1056,23,2022-12-25,206.28,Sports
1057,342,2021-09-24,479.11,Electronics
1058,995,2022-01-20,380.9,Books
1059,165,2020-02-29,325.93,Electronics
1060,1934,2021-02-22,113.11,Sports
1061,1253,2021-04-25,256.86,Home
1062,629,2020-11-08,476.84,Books
1063,72,2021-11-25,14.56,Home
1064,1253,2022-04-03,285.19,Electronics
1065,467,2020-12-03,153.68,Home
1066,1447,2020-11-19,40.49,Home
1067,782,2022-12-28,281.93,Sports
1068,200,2021-12-08,69.88,Books
1069,1986,2020-12-11,282.73,Sports
1070,1775,2021-07-20,379.25,Home
1071,601,2021-06-24,26.14,Books
1072,1234,2022-01-26,100.39,Home
1073,652,2021-11-04,343.11,Electronics
1074,846,2022-04-30,346.0,Home
1075,1029,2020-09-27,341.65,Clothing
1076,718,2021-05-09,317.24,Books
1077,268,2021-06-25,321.53,Sports
1078,163,2021-09-03,210.59,Books
1079,334,2022-10-14,308.85,Electronics
1080,1297,2021-02-08,87.08,Clothing
1081,1724,2021-05-12,85.86,Clothing
1082,1738,2020-06-10,12.39,Electronics
1083,1383,2020-10-10,317.66,Clothing
1084,893,2020-12-12,254.09,Home
1085,325,2021-04-02,187.44,Clothing
1086,1108,2022-10-20,127.33,Electronics
1087,471,2021-06-18,437.76,Electronics
1088,1357,2022-01-24,156.72,Home
1089,1281,2021-10-25,258.78,Sports
1090,337,2020-05-21,306.25,Books
1091,1515,2021-07-22,302.86,Sports
1092,1483,2020-10-28,130.61,Clothing
1093,283,2020-02-21,425.68,Sports
1094,1847,2022-04-13,259.1,Clothing
1095,1420,2020-03-01,191.05,Sports
1096,1548,2020-10-03,47.24,Electronics
1097,450,2022-03-19,328.88,Clothing
1098,720,2022-10-04,122.86,Books
1099,467,2021-11-22,27.32,Clothing
1100,1750,2021-06-02,439.62,Sports
1101,1906,2020-11-12,28.83,Books
1102,1395,2022-06-19,216.61,Electronics
1103,1628,2020-04-03,399.42,Home
1104,719,2020-03-02,172.67,Home
1105,850,2022-06-24,357.08,Sports
1106,1660,2021-03-16,252.14,Sports
1107,1280,2022-01-28,281.63,Sports
1108,840,2022-10-19,108.49,Electronics
1109,1811,2020-08-11,34.98,Home
1110,1650,2021-04-07,431.89,Electronics
1111,748,2021-02-26,34.34,Sports
1112,621,2020-09-06,394.49,Home
1113,505,2021-05-26,479.23,Books
1114,1806,2020-08-10,144.16,Clothing
1115,1599,2022-07-27,334.64,Books
1116,420,2020-05-17,495.59,Clothing
1117,640,2020-05-19,29.16,Books
1118,1845,2022-10-01,214.02,Home
1119,179,2020-05-06,402.98,Books
1120,1056,2021-01-14,117.01,Clothing
1121,859,2020-08-15,251.86,Electronics
1122,1079,2021-11-06,377.99,Sports
1123,1368,2020-12-22,187.3,Sports
1124,1599,2020-03-03,292.92,Electronics
1125,1683,2022-08-23,434.51,Sports
1126,613,2020-08-05,390.19,Home
1127,496,2022-05-12,326.01,Home
1128,1730,2022-05-06,54.85,Sports
1129,481,2020-05-25,294.25,Books
1130,445,2022-06-17,181.99,Sports
1131,1592,2021-04-01,111.47,Sports
1132,1474,2021-10-27,136.09,Home
1133,1812,2022-02-08,424.91,Books
1134,239,2020-02-07,258.05,Sports
1135,278,2021-01-08,400.24,Home
1136,1604,2021-01-13,202.72,Sports
1137,247,2022-07-18,386.12,Home
1138,1835,2021-01-10,395.21,Books
1139,114,2022-03-12,173.02,Sports
1140,432,2020-04-19,224.64,Home
1141,796,2020-07-11,424.07,Clothing
1142,1922,2020-02-20,240.16,Electronics
1143,131,2022-09-05,342.47,Electronics
1144,521,2020-03-10,272.13,Home
1145,571,2022-10-08,325.39,Books
1146,1924,2020-09-09,465.73,Clothing
1147,139,2020-03-19,337.68,Sports
1148,1028,2022-01-05,402.24,Electronics
1149,932,2022-06-23,94.81,Clothing
1150,1882,2022-02-14,236.92,Sports
1151,162,2020-05-16,60.78,Home
1152,862,2022-11-05,85.26,Clothing
1153,1512,2022-07-24,289.67,Home
1154,1936,2021-04-30,313.66,Home
1155,600,2020-02-16,289.36,Home
1156,778,2022-03-04,444.36,Electronics
1157,412,2022-12-05,148.88,Sports
1158,606,2022-10-26,123.29,Home
1159,409,2021-11-23,448.36,Clothing
1160,842,2022-04-16,236.71,Sports
1161,426,2022-09-09,477.84,Electronics
1162,84,2020-02-13,284.49,Home
1163,879,2021-01-25,176.56,Sports
1164,815,2021-04-20,420.19,Books
1165,961,2021-07-23,168.92,Sports
1166,1850,2020-09-19,420.66,Home
1167,1480,2021-06-04,409.6,Home
1168,1362,2022-04-02,203.74,Electronics
1169,178,2020-10-30,90.24,Sports
1170,877,2022-05-30,469.62,Electronics
1171,1940,2021-07-05,136.84,Home
1172,347,2021-02-23,284.68,Clothing
1173,653,2021-09-20,443.46,Home
1174,1633,2020-04-10,498.05,Clothing
1175,1578,2020-10-11,379.18,Books
1176,1411,2022-01-20,229.78,Clothing
1177,1962,2021-05-10,405.13,Books
1178,16,2022-07-27,75.82,Home
1179,1691,2022-09-12,122.29,Clothing
1180,671,2021-11-15,175.08,Clothing
1181,578,2020-12-27,485.86,Books
1182,206,2020-09-11,151.94,Home
1183,994,2022-10-14,486.93,Home
1184,1301,2020-12-08,155.25,Home
1185,1419,2022-09-15,111.25,Clothing
1186,22,2022-06-04,148.26,Sports
1187,1822,2021-02-26,83.23,Electronics
1188,1648,2022-05-22,150.28,Home
1189,1367,2020-08-24,387.6,Clothing
1190,1389,2020-02-04,184.64,Home
1191,1323,2020-11-05,282.84,Electronics
1192,1062,2021-03-08,158.28,Clothing
1193,28,2022-05-22,133.26,Sports
1194,1051,2022-06-01,136.88,Clothing
1195,26,2022-11-25,266.33,Clothing
1196,732,2022-11-22,402.12,Sports
1197,299,2022-01-21,116.86,Books
1198,1541,2022-05-24,104.3,Home
1199,797,2021-02-28,179.15,Books
1200,271,2022-08-20,71.8,Clothing
1201,753,2021-01-25,427.84,Home
1202,1061,2020-02-07,485.64,Sports
1203,1365,2022-12-18,104.7,Books
1204,1985,2021-04-26,316.76,Clothing
1205,507,2020-10-24,228.58,Clothing
1206,1470,2021-08-08,150.56,Home
1207,1839,2022-09-21,223.9,Electronics
1208,1417,2021-05-07,111.63,Clothing
1209,340,2022-02-01,432.57,Home
1210,235,2021-07-28,183.27,Books
1211,1977,2021-11-08,458.92,Electronics
1212,1081,2020-12-25,153.37,Home
1213,1639,2022-07-14,128.57,Clothing
1214,983,2022-09-04,283.0,Sports
1215,1964,2020-06-12,59.8,Clothing
1216,432,2021-03-27,366.02,Sports
1217,1538,2022-03-08,470.9,Sports
1218,694,2022-06-19,94.31,Home
1219,1738,2021-11-06,495.19,Clothing
1220,823,2022-02-11,221.64,Clothing
1221,1497,2022-06-16,450.86,Clothing
1222,1584,2021-01-02,122.75,Sports
1223,1705,2020-07-22,83.15,Electronics
1224,1910,2021-02-01,327.24,Home
1225,1815,2022-04-20,450.92,Clothing
1226,1852,2022-11-22,453.56,Electronics
1227,1453,2020-01-17,410.09,Books
1228,1860,2022-03-04,387.31,Sports
1229,698,2020-07-09,131.67,Electronics
1230,1271,2020-07-06,243.86,Sports
1231,1604,2021-02-27,331.42,Clothing
1232,1214,2020-02-14,103.01,Home
1233,1190,2021-10-31,458.51,Sports
1234,642,2022-10-13,255.11,Books
1235,1281,2021-10-28,307.21,Home
1236,1135,2022-04-28,382.11,Sports
1237,149,2022-06-19,120.67,Clothing
1238,1877,2022-04-02,270.28,Sports
1239,980,2020-12-23,395.97,Books
1240,103,2021-11-29,122.94,Clothing
1241,1062,2022-12-30,460.71,Books
1242,1111,2022-07-04,217.21,Clothing
1243,1506,2022-05-23,133.26,Books
1244,1404,2021-09-11,235.59,Home
1245,1267,2022-04-01,69.0,Sports
1246,1244,2020-01-23,125.2,Home
1247,28,2022-12-15,311.18,Home
1248,343,2022-10-20,54.74,Home
1249,1941,2021-05-18,385.27,Electronics
1250,1318,2021-11-02,496.74,Books
1251,1329,2020-12-06,52.91,Electronics
1252,329,2021-02-11,314.95,Electronics
1253,1774,2020-07-19,220.14,Books
1254,734,2022-12-21,22.21,Clothing
1255,1716,2020-06-30,36.48,Books
1256,166,2021-05-07,77.66,Sports
1257,981,2022-07-27,259.32,Clothing
1258,791,2022-09-03,185.05,Home
1259,1831,2020-06-15,145.18,Clothing
1260,1219,2021-09-03,78.24,Clothing
1261,1486,2021-04-22,476.57,Sports
1262,1416,2021-02-14,116.99,Books
1263,1395,2021-09-01,378.38,Sports
1264,295,2020-07-13,439.57,Clothing
1265,520,2020-08-20,89.18,Home
1266,30,2022-01-23,174.43,Electronics
1267,644,2020-05-22,215.8,Electronics
1268,620,2021-08-10,306.92,Electronics
1269,1432,2022-04-21,341.06,Home
1270,345,2021-11-07,107.7,Electronics
1271,1526,2022-09-22,177.96,Sports
1272,732,2021-02-01,403.1,Home
1273,477,2022-09-27,184.71,Home
1274,1150,2020-07-05,91.18,Home
1275,1713,2020-03-19,353.76,Home
1276,885,2021-07-31,385.16,Sports
1277,60,2020-09-22,319.86,Home
1278,845,2021-05-30,237.76,Books
1279,1165,2021-04-06,346.71,Books
1280,873,2021-01-16,126.84,Books
1281,488,2020-11-17,81.52,Sports
1282,44,2022-05-10,153.87,Books
1283,999,2021-10-05,202.95,Electronics
1284,1429,2020-02-22,378.32,Electronics
1285,631,2022-01-01,107.55,Books
1286,1491,2020-11-27,122.42,Sports
1287,323,2020-02-02,195.91,Sports
1288,649,2020-12-10,441.69,Sports
1289,249,2021-06-15,343.49,Sports
1290,1776,2020-11-19,288.03,Clothing
1291,757,2021-04-19,229.86,Home
1292,163,2022-01-09,481.87,Books
1293,1046,2021-07-17,406.83,Clothing
1294,610,2022-08-17,209.1,Sports
1295,116,2022-03-10,349.4,Electronics
1296,326,2022-10-06,191.31,Home
1297,781,2021-02-07,21.1,Clothing
1298,412,2020-04-02,77.46,Home
1299,15,2022-04-13,304.04,Home
1300,1569,2022-12-12,313.38,Clothing
1301,115,2021-11-22,363.93,Home
1302,988,2021-03-24,316.1,Clothing
1303,667,2020-12-16,399.53,Sports
1304,140,2020-01-09,211.48,Books
1305,537,2020-03-08,71.79,Home
1306,1918,2022-07-05,269.93,Home
1307,343,2022-08-26,300.72,Electronics
1308,1355,2021-09-17,198.92,Sports
1309,1136,2022-02-11,158.88,Electronics
1310,151,2020-02-29,494.66,Sports
1311,66,2022-03-01,304.43,Home
1312,12,2022-02-02,400.17,Home
1313,1887,2022-03-20,456.5,Books
1314,121,2022-06-14,372.13,Sports
1315,95,2022-07-27,138.73,Books
1316,892,2020-03-07,317.47,Home
1317,1526,2021-11-02,108.38,Clothing
1318,622,2022-01-07,69.11,Home
1319,1370,2022-02-10,192.23,Clothing
1320,1991,2021-09-21,378.88,Books
1321,661,2021-09-18,32.91,Sports
1322,509,2022-06-19,413.25,Home
1323,1023,2020-06-07,242.27,Home
1324,318,2020-05-11,363.5,Home
1325,650,2022-04-13,18.0,Sports
1326,1550,2020-07-05,109.05,Home
1327,1905,2020-11-13,268.07,Electronics
1328,929,2022-04-21,315.83,Clothing
1329,542,2020-09-06,318.59,Home
1330,1612,2021-03-25,392.17,Home
1331,971,2020-06-26,72.93,Home
1332,1589,2021-11-16,22.39,Electronics
1333,784,2021-10-26,106.68,Home
1334,1591,2021-02-28,255.16,Sports
1335,971,2022-10-15,145.61,Home
1336,1187,2021-03-14,148.88,Sports
1337,698,2021-04-29,13.65,Clothing
1338,76,2021-06-23,307.35,Electronics
1339,264,2020-08-25,133.07,Books
1340,1956,2020-04-29,410.66,Home
1341,1753,2022-08-08,352.28,Books
1342,763,2020-07-11,344.92,Electronics
1343,1860,2022-06-29,451.16,Sports
1344,1057,2021-09-09,421.63,Sports
1345,1025,2020-05-28,442.03,Home
1346,689,2021-05-04,329.75,Sports
1347,73,2022-06-24,317.09,Sports
1348,112,2020-03-10,350.13,Clothing
1349,102,2020-09-23,76.69,Books
1350,291,2021-04-05,315.64,Electronics
1351,628,2021-08-28,104.22,Sports
1352,1920,2021-02-22,353.67,Books
1353,1650,2022-01-23,301.74,Home
1354,1422,2020-09-07,340.97,Home
1355,522,2020-11-14,466.23,Clothing
1356,1011,2022-08-10,175.9,Clothing
1357,1209,2021-10-30,54.24,Electronics
1358,981,2020-08-21,217.1,Electronics
1359,1393,2021-09-12,300.27,Electronics
1360,1212,2021-02-27,305.52,Books
1361,1408,2020-11-10,66.19,Electronics
1362,1144,2020-09-23,138.07,Sports
1363,800,2021-09-29,347.16,Clothing
1364,1221,2021-10-11,309.45,Books
1365,1242,2021-04-12,317.87,Electronics
1366,1644,2020-11-04,237.19,Clothing
1367,693,2021-05-24,60.95,Home
1368,1937,2021-08-18,179.63,Sports
1369,325,2020-02-13,114.91,Clothing
1370,1159,2022-05-08,43.12,Sports
1371,97,2020-09-26,326.33,Sports
1372,809,2022-11-19,177.04,Sports
1373,1227,2022-03-24,495.51,Clothing
1374,695,2020-12-04,498.52,Clothing
1375,854,2021-08-19,326.35,Electronics
1376,1289,2021-04-29,348.23,Home
1377,579,2022-10-22,428.1,Clothing
1378,1572,2021-03-20,306.84,Clothing
1379,198,2021-02-07,283.52,Home
1380,1275,2022-03-14,175.58,Electronics
1381,521,2020-02-17,26.28,Books
1382,953,2021-04-15,111.3,Electronics
1383,481,2022-09-28,27.44,Sports
1384,125,2022-03-31,442.7,Home
1385,1658,2021-04-21,358.87,Clothing
1386,434,2021-09-14,424.58,Home
1387,1853,2021-01-31,233.01,Sports
1388,1305,2020-04-18,35.0,Home
1389,300,2022-07-23,467.16,Electronics
1390,391,2021-05-08,27.06,Clothing
1391,1222,2021-04-09,67.13,Electronics
1392,116,2021-10-13,311.71,Home
1393,881,2021-06-06,27.42,Home
1394,1072,2022-05-07,455.03,Books
1395,686,2022-02-06,422.87,Home
1396,1337,2022-06-26,126.22,Books
1397,1280,2021-07-28,414.73,Home
1398,844,2021-03-16,156.19,Electronics
1399,628,2021-01-10,497.9,Home
1400,1355,2020-07-27,382.1,Books
1401,1927,2022-06-25,284.23,Sports
1402,118,2020-05-08,347.58,Sports
1403,1309,2020-01-22,358.94,Sports
1404,758,2020-06-12,338.17,Home
1405,1385,2022-09-26,435.54,Clothing
1406,1408,2022-08-08,354.3,Home
1407,452,2021-08-09,166.54,Books
1408,692,2020-11-12,29.97,Sports
1409,1556,2021-10-27,104.35,Books
1410,691,2020-04-05,286.89,Electronics
1411,910,2021-12-26,423.31,Home
1412,327,2020-01-08,343.19,Home
1413,1747,2022-12-04,162.05,Clothing
